7.500000000000000000e+01,7.390263691683583991e-01
7.600000000000000000e+01,7.302487619486350834e-01
7.700000000000000000e+01,7.275472025193929770e-01
7.800000000000000000e+01,7.347878432903802715e-01
7.900000000000000000e+01,7.427091895446338299e-01
8.000000000000000000e+01,7.426024279210927670e-01
8.100000000000000000e+01,7.368800644860207250e-01
8.200000000000000000e+01,7.361835037599969711e-01
8.300000000000000000e+01,7.433389471865967657e-01
8.400000000000000000e+01,7.422132374962548962e-01
8.500000000000000000e+01,7.328719723183394485e-01
8.600000000000000000e+01,7.320671834625318564e-01
8.700000000000000000e+01,7.363541847166877874e-01
8.800000000000000000e+01,7.376755897164063436e-01
8.900000000000000000e+01,7.225645362651526016e-01
9.000000000000000000e+01,7.131752305665350899e-01
9.100000000000000000e+01,7.120022834308542548e-01
9.200000000000000000e+01,7.083940087372581074e-01
9.300000000000000000e+01,6.774845226458128256e-01
9.400000000000000000e+01,6.640443411407116470e-01
9.500000000000000000e+01,6.853321829163070422e-01
9.600000000000000000e+01,6.927655677655678579e-01
9.700000000000000000e+01,6.806669212167492100e-01
9.800000000000000000e+01,6.739036039947892132e-01
9.900000000000000000e+01,6.764025800170381242e-01
1.000000000000000000e+02,7.141891891891889443e-01
1.010000000000000000e+02,7.048743335872049709e-01
1.020000000000000000e+02,6.806424697538591140e-01
1.030000000000000000e+02,6.996359223300973040e-01
1.040000000000000000e+02,7.120192307692310152e-01
1.050000000000000000e+02,7.192982456140352143e-01
1.060000000000000000e+02,7.190319934372435551e-01
1.070000000000000000e+02,7.371195782410733255e-01
1.080000000000000000e+02,7.767094017094018366e-01
1.090000000000000000e+02,7.673656618610747993e-01
1.100000000000000000e+02,7.622009569377989902e-01
1.110000000000000000e+02,7.505197505197505059e-01
1.120000000000000000e+02,7.491071428571430824e-01
1.130000000000000000e+02,7.711757269279393423e-01
1.140000000000000000e+02,7.763157894736841813e-01
1.150000000000000000e+02,8.139130434782607670e-01
1.160000000000000000e+02,7.715517241379310498e-01
1.170000000000000000e+02,7.606837606837607568e-01
1.180000000000000000e+02,8.135593220338982468e-01
1.190000000000000000e+02,7.689075630252100169e-01
